1,1,693,364,211,110,1,1,1
1,2,582,493,122,188,1,1,1
1,3,881,432,112,205,1,1,1
1,4,1068,609,216,103,1,1,1
1,5,652,660,220,105,1,1,1
1,6,818,680,163,100,1,1,1
1,7,1026,666,104,222,1,1,1
1,8,743,797,202,82,1,1,1
1,9,840,849,204,70,1,1,1
1,10,640,848,112,203,1,1,1
2,1,690,367,211,110,1,1,1
2,2,581,494,122,188,1,1,1
2,3,875,424,113,211,1,1,1
2,4,1066,607,214,112,1,1,1
2,5,658,660,220,105,1,1,1
2,6,817,677,163,100,1,1,1
2,7,1031,664,93,220,1,1,1
2,8,736,803,205,78,1,1,1
2,9,830,849,204,70,1,1,1
2,10,637,845,112,203,1,1,1
3,1,667,351,211,110,1,1,1
3,2,576,492,122,188,1,1,1
3,3,872,434,113,211,1,1,1
3,4,1066,610,214,112,1,1,1
3,5,647,658,220,105,1,1,1
3,6,817,676,163,100,1,1,1
3,7,1028,669,93,220,1,1,1
3,8,746,803,205,78,1,1,1
3,9,823,845,214,74,1,1,1
3,10,636,842,112,203,1,1,1
4,1,661,347,211,110,1,1,1
4,2,570,493,122,188,1,1,1
4,3,873,434,113,211,1,1,1
4,4,1066,608,214,112,1,1,1
4,5,647,665,220,92,1,1,1
4,6,817,674,163,100,1,1,1
4,7,1028,670,93,220,1,1,1
4,8,745,801,205,78,1,1,1
4,9,823,844,214,74,1,1,1
4,10,634,843,112,203,1,1,1
5,1,663,343,211,110,1,1,1
5,2,572,488,122,188,1,1,1
5,3,872,436,113,211,1,1,1
5,4,1064,608,214,112,1,1,1
5,5,668,658,220,105,1,1,1
5,6,819,672,163,70,1,1,1
5,7,1028,671,93,220,1,1,1
5,8,742,801,205,78,1,1,1
5,9,820,844,214,74,1,1,1
5,10,634,839,112,203,1,1,1
6,1,662,340,211,101,1,1,1
6,2,570,487,122,188,1,1,1
6,3,870,430,119,222,1,1,1
6,4,1063,608,214,112,1,1,1
6,5,640,656,220,105,1,1,1
6,6,819,673,163,100,1,1,1
6,7,1028,671,93,220,1,1,1
6,8,740,799,205,78,1,1,1
6,9,840,841,214,74,1,1,1
6,10,631,837,112,203,1,1,1
7,1,659,337,191,110,1,1,1
7,2,570,486,122,188,1,1,1
7,3,871,429,119,222,1,1,1
7,4,1062,605,214,112,1,1,1
7,5,643,662,220,105,1,1,1
7,6,812,673,171,78,1,1,1
7,7,1026,671,93,220,1,1,1
7,8,739,799,205,78,1,1,1
7,9,841,844,214,74,1,1,1
7,10,628,832,118,213,1,1,1
8,1,660,330,182,110,1,1,1
8,2,569,488,122,188,1,1,1
8,3,869,430,119,222,1,1,1
8,4,1061,604,214,112,1,1,1
8,5,640,664,220,105,1,1,1
