1,1,709,520,63,204,1,1,1
1,2,832,460,168,68,1,1,1
1,3,1013,346,75,192,1,1,1
1,4,901,567,58,166,1,1,1
1,5,1012,527,119,162,1,1,1
1,6,960,788,211,57,1,1,1
1,7,1032,777,122,159,1,1,1
1,8,821,883,196,81,1,1,1
1,9,957,907,68,153,1,1,1
1,10,1019,908,125,118,1,1,1
2,1,716,527,63,204,1,1,1
2,2,831,456,176,71,1,1,1
2,3,1009,347,75,192,1,1,1
2,4,904,577,58,166,1,1,1
2,5,1005,533,119,162,1,1,1
2,6,958,788,211,57,1,1,1
2,7,1034,776,122,159,1,1,1
2,8,828,883,196,81,1,1,1
2,9,960,902,68,153,1,1,1
2,10,1009,907,125,118,1,1,1
3,1,715,527,63,204,1,1,1
3,2,829,454,176,71,1,1,1
3,3,1010,349,71,183,1,1,1
3,4,903,574,58,166,1,1,1
3,5,1004,537,119,162,1,1,1
3,6,962,788,201,54,1,1,1
3,7,1034,775,122,159,1,1,1
3,8,828,883,196,81,1,1,1
3,9,962,898,68,153,1,1,1
3,10,1007,906,125,118,1,1,1
4,1,712,531,63,204,1,1,1
4,2,824,454,176,71,1,1,1
4,3,1012,355,71,183,1,1,1
4,4,902,570,58,166,1,1,1
4,5,1003,543,119,162,1,1,1
4,6,960,787,201,54,1,1,1
4,7,1034,771,122,159,1,1,1
4,8,834,883,196,81,1,1,1
4,9,964,895,68,153,1,1,1
4,10,1011,905,125,118,1,1,1
5,1,708,528,66,214,1,1,1
5,2,821,451,185,75,1,1,1
5,3,1011,350,71,183,1,1,1
5,4,901,571,58,166,1,1,1
5,5,1006,555,119,162,1,1,1
5,6,957,785,201,54,1,1,1
5,7,1032,767,122,159,1,1,1
5,8,841,881,196,81,1,1,1
5,9,967,894,65,146,1,1,1
5,10,1010,903,125,118,1,1,1
6,1,706,529,66,214,1,1,1
6,2,808,451,185,75,1,1,1
6,3,1010,342,75,192,1,1,1
6,4,900,571,58,166,1,1,1
6,5,1007,559,119,162,1,1,1
6,6,951,782,211,57,1,1,1
6,7,1030,765,122,159,1,1,1
6,8,843,879,196,81,1,1,1
6,9,970,878,65,146,1,1,1
6,10,1013,901,125,118,1,1,1
7,1,706,530,66,214,1,1,1
7,2,807,452,176,71,1,1,1
7,3,1008,346,75,192,1,1,1
7,4,897,574,58,166,1,1,1
7,5,1004,559,125,170,1,1,1
7,6,949,780,211,57,1,1,1
7,7,1030,764,122,159,1,1,1
7,8,847,878,196,81,1,1,1
7,9,970,875,65,146,1,1,1
7,10,1015,899,125,118,1,1,1
8,1,703,533,66,214,1,1,1
8,2,800,448,185,75,1,1,1
8,3,1008,341,75,192,1,1,1
8,4,896,576,58,166,1,1,1
8,5,1001,555,131,179,1,1,1
8,6,946,779,211,57,1,1,1
8,7,1028,761,122,159,1,1,1
8,8,848,877,196,81,1,1,1
8,9,970,875,65,146,1,1,1
8,10,1015,899,125,118,1,1,1
9,1,703,534,66,214,1,1,1
9,2,800,447,185,75,1,1,1
9,3,1007,342,75,192,1,1,1
9,4,895,579,58,166,1,1,1
9,5,998,557,131,179,1,1,1
9,6,944,776,211,57,1,1,1
9,7,1026,758,122,159,1,1,1
9,8,852,875,196,81,1,1,1
9,9,971,868,65,146,1,1,1
9,10,1017,898,125,118,1,1,1
10,1,702,535,66,214,1,1,1
10,2,799,444,185,75,1,1,1
10,3,1006,342,75,192,1,1,1
10,4,896,575,58,166,1,1,1
10,5,997,563,131,179,1,1,1
10,6,944,774,211,57,1,1,1
10,7,1023,755,122,159,1,1,1
10,8,853,873,196,81,1,1,1
10,9,973,867,65,146,1,1,1
10,10,1018,894,125,118,1,1,1
11,1,701,536,66,214,1,1,1
11,2,801,439,185,75,1,1,1
11,3,1005,342,75,192,1,1,1
11,4,899,576,58,166,1,1,1
11,5,996,565,131,179,1,1,1
11,6,943,773,211,57,1,1,1
11,7,1024,751,122,159,1,1,1
11,8,853,872,196,81,1,1,1
11,9,973,866,65,146,1,1,1
11,10,1018,892,125,118,1,1,1
12,1,701,537,66,214,1,1,1
12,2,800,438,185,75,1,1,1
12,3,1004,344,75,192,1,1,1
12,4,899,580,58,166,1,1,1
12,5,996,564,131,179,1,1,1
12,6,943,771,211,57,1,1,1
12,7,1022,747,122,159,1,1,1
12,8,853,873,196,81,1,1,1
12,9,972,862,68,153,1,1,1
12,10,1019,893,125,118,1,1,1
13,1,700,537,66,214,1,1,1
13,2,804,431,185,75,1,1,1
13,3,1003,346,75,192,1,1,1
13,4,900,577,58,166,1,1,1
13,5,995,563,131,179,1,1,1
13,6,943,771,211,57,1,1,1
13,7,1024,744,122,159,1,1,1
13,8,852,870,196,81,1,1,1
13,9,969,860,68,153,1,1,1
13,10,1019,892,125,118,1,1,1
14,1,699,528,69,225,1,1,1
14,2,805,427,185,75,1,1,1
14,3,1004,337,75,192,1,1,1
14,4,900,585,55,158,1,1,1
14,5,999,558,125,170,1,1,1
14,6,944,769,211,57,1,1,1
14,7,1017,737,128,167,1,1,1
14,8,851,868,196,81,1,1,1
14,9,965,856,68,153,1,1,1
14,10,1016,890,125,118,1,1,1
15,1,697,528,69,225,1,1,1
15,2,800,425,185,75,1,1,1
15,3,1002,332,79,202,1,1,1
15,4,901,592,53,151,1,1,1
15,5,1000,560,125,170,1,1,1
15,6,944,767,211,57,1,1,1
15,7,1017,734,128,167,1,1,1
15,8,849,867,196,81,1,1,1
15,9,965,857,65,146,1,1,1
15,10,1018,891,125,118,1,1,1
16,1,697,528,69,225,1,1,1
16,2,792,424,185,75,1,1,1
16,3,999,328,83,212,1,1,1
16,4,901,589,53,151,1,1,1
16,5,998,559,125,170,1,1,1
16,6,948,764,211,57,1,1,1
16,7,1016,731,91,185,1,1,1
16,8,846,862,206,85,1,1,1
16,9,961,852,65,146,1,1,1
16,10,1020,892,125,118,1,1,1
17,1,724,526,41,205,1,1,1
17,2,822,412,140,137,1,1,1
17,3,1001,350,57,200,1,1,1
17,4,856,559,94,186,1,1,1
17,5,991,536,115,186,1,1,1
17,6,951,750,200,78,1,1,1
17,7,1032,736,58,153,1,1,1
17,8,830,872,175,102,1,1,1
17,9,954,858,56,166,1,1,1
17,10,1029,894,148,133,1,1,1
18,1,721,540,41,205,1,1,1
18,2,808,414,140,137,1,1,1
18,3,1006,351,57,200,1,1,1
18,4,854,576,94,186,1,1,1
18,5,989,552,115,186,1,1,1
18,6,950,752,200,78,1,1,1
18,7,1037,734,58,153,1,1,1
18,8,850,870,175,102,1,1,1
18,9,961,856,56,166,1,1,1
18,10,1024,891,148,133,1,1,1
19,1,720,537,43,215,1,1,1
19,2,806,422,140,137,1,1,1
19,3,1006,351,57,200,1,1,1
19,4,850,576,94,186,1,1,1
19,5,988,553,115,186,1,1,1
19,6,945,753,200,78,1,1,1
19,7,1037,733,58,153,1,1,1
19,8,850,868,175,102,1,1,1
19,9,960,852,56,166,1,1,1
19,10,1024,890,148,133,1,1,1
20,1,718,538,43,215,1,1,1
20,2,806,423,140,137,1,1,1
20,3,1005,350,57,200,1,1,1
20,4,851,575,94,186,1,1,1
20,5,989,552,115,186,1,1,1
20,6,946,756,190,74,1,1,1
20,7,1034,734,58,153,1,1,1
20,8,850,865,175,102,1,1,1
20,9,958,849,56,166,1,1,1
20,10,1024,888,148,133,1,1,1
21,1,720,542,41,205,1,1,1
21,2,803,419,147,144,1,1,1
21,3,1004,352,57,200,1,1,1
21,4,850,575,94,186,1,1,1
21,5,989,555,115,186,1,1,1
21,6,945,755,190,74,1,1,1
21,7,1034,732,58,153,1,1,1
21,8,849,865,175,102,1,1,1
21,9,957,844,56,166,1,1,1
21,10,1028,889,141,127,1,1,1
22,1,718,535,43,215,1,1,1
22,2,803,419,147,144,1,1,1
22,3,1004,354,57,200,1,1,1
22,4,849,576,94,186,1,1,1
22,5,990,556,115,186,1,1,1
22,6,945,754,190,74,1,1,1
22,7,1033,732,58,153,1,1,1
22,8,847,864,175,102,1,1,1
22,9,952,837,59,174,1,1,1
22,10,1028,885,141,127,1,1,1
23,1,718,540,43,215,1,1,1
23,2,803,415,147,144,1,1,1
23,3,1002,356,57,200,1,1,1
23,4,846,578,94,186,1,1,1
23,5,992,558,115,186,1,1,1
23,6,944,754,190,74,1,1,1
23,7,1031,732,58,153,1,1,1
23,8,845,864,175,102,1,1,1
23,9,952,835,59,174,1,1,1
23,10,1030,883,141,127,1,1,1
24,1,717,546,41,205,1,1,1
24,2,805,411,147,144,1,1,1
24,3,997,366,57,200,1,1,1
24,4,845,582,94,186,1,1,1
24,5,991,558,115,186,1,1,1
24,6,938,752,200,78,1,1,1
24,7,1033,733,55,146,1,1,1
24,8,842,864,175,102,1,1,1
24,9,951,832,59,174,1,1,1
24,10,1029,886,141,127,1,1,1
25,1,716,545,41,205,1,1,1
25,2,806,411,147,144,1,1,1
25,3,994,369,57,200,1,1,1
25,4,843,567,99,195,1,1,1
25,5,991,555,115,186,1,1,1
25,6,939,749,200,78,1,1,1
25,7,1032,731,55,146,1,1,1
25,8,840,861,175,102,1,1,1
25,9,952,833,56,166,1,1,1
25,10,1030,883,141,127,1,1,1
26,1,716,547,41,205,1,1,1
26,2,809,404,154,151,1,1,1
26,3,995,377,54,190,1,1,1
26,4,842,568,99,195,1,1,1
26,5,994,553,115,186,1,1,1
26,6,938,749,200,78,1,1,1
26,7,1031,732,55,146,1,1,1
26,8,840,860,175,102,1,1,1
26,9,950,834,56,166,1,1,1
26,10,1031,881,141,127,1,1,1
27,1,715,547,41,205,1,1,1
27,2,809,406,154,151,1,1,1
27,3,991,371,57,200,1,1,1
27,4,839,571,99,195,1,1,1
27,5,993,555,115,186,1,1,1
27,6,936,747,200,78,1,1,1
27,7,1031,730,55,146,1,1,1
27,8,838,860,175,102,1,1,1
27,9,949,831,56,166,1,1,1
27,10,1032,878,141,127,1,1,1
28,1,714,549,41,205,1,1,1
28,2,811,405,154,151,1,1,1
28,3,988,366,60,210,1,1,1
28,4,834,568,104,205,1,1,1
28,5,990,553,121,195,1,1,1
28,6,934,745,200,78,1,1,1
28,7,1030,732,53,139,1,1,1
28,8,837,859,175,102,1,1,1
28,9,947,833,56,166,1,1,1
28,10,1033,877,141,127,1,1,1
29,1,713,550,41,205,1,1,1
29,2,814,405,154,151,1,1,1
29,3,988,366,60,210,1,1,1
29,4,836,564,104,205,1,1,1
29,5,989,554,121,195,1,1,1
29,6,934,745,200,78,1,1,1
29,7,1029,730,53,139,1,1,1
29,8,835,858,175,102,1,1,1
29,9,947,834,56,166,1,1,1
29,10,1033,877,141,127,1,1,1
30,1,712,550,41,205,1,1,1
30,2,814,403,154,151,1,1,1
30,3,986,367,60,210,1,1,1
30,4,837,571,99,195,1,1,1
30,5,983,553,121,195,1,1,1
30,6,931,744,200,78,1,1,1
30,7,1027,729,53,139,1,1,1
30,8,834,858,175,102,1,1,1
30,9,945,832,56,166,1,1,1
30,10,1034,876,141,127,1,1,1
31,1,712,552,41,205,1,1,1
31,2,816,402,154,151,1,1,1
31,3,986,366,60,210,1,1,1
31,4,834,574,99,195,1,1,1
31,5,982,554,121,195,1,1,1
31,6,929,743,200,78,1,1,1
31,7,1024,730,53,139,1,1,1
31,8,832,858,175,102,1,1,1
31,9,944,832,56,166,1,1,1
31,10,1033,874,141,127,1,1,1
32,1,711,557,39,195,1,1,1
32,2,817,400,154,151,1,1,1
32,3,985,367,60,210,1,1,1
32,4,832,575,99,195,1,1,1
32,5,980,556,121,195,1,1,1
32,6,930,739,200,78,1,1,1
32,7,1024,726,53,139,1,1,1
32,8,829,860,175,102,1,1,1
32,9,944,831,56,166,1,1,1
